date,date_yyyymmdd,day_of_week,is_weekday,is_weekend,is_holiday,week_number,month,year
9/21/25,20250921,Sunday,0,1,0,38,September,2025
9/22/25,20250922,Monday,1,0,0,38,September,2025
9/23/25,20250923,Tuesday,1,0,0,38,September,2025
9/24/25,20250924,Wednesday,1,0,0,38,September,2025
9/25/25,20250925,Thursday,1,0,0,38,September,2025
9/26/25,20250926,Friday,1,0,0,38,September,2025
9/27/25,20250927,Saturday,0,1,0,38,September,2025
9/28/25,20250928,Sunday,0,1,0,39,September,2025
9/29/25,20250929,Monday,1,0,0,39,September,2025
9/30/25,20250930,Tuesday,1,0,0,39,September,2025
10/1/25,20251001,Wednesday,1,0,0,39,October,2025
10/2/25,20251002,Thursday,1,0,0,39,October,2025
10/3/25,20251003,Friday,1,0,0,39,October,2025
10/4/25,20251004,Saturday,0,1,0,39,October,2025
10/5/25,20251005,Sunday,0,1,0,40,October,2025
10/6/25,20251006,Monday,1,0,0,40,October,2025
10/7/25,20251007,Tuesday,1,0,0,40,October,2025
10/8/25,20251008,Wednesday,1,0,0,40,October,2025
10/9/25,20251009,Thursday,1,0,0,40,October,2025
10/10/25,20251010,Friday,1,0,0,40,October,2025
10/11/25,20251011,Saturday,0,1,0,40,October,2025
10/12/25,20251012,Sunday,0,1,0,41,October,2025
10/13/25,20251013,Monday,1,0,0,41,October,2025
10/14/25,20251014,Tuesday,1,0,0,41,October,2025
10/15/25,20251015,Wednesday,1,0,0,41,October,2025
10/16/25,20251016,Thursday,1,0,0,41,October,2025
10/17/25,20251017,Friday,1,0,0,41,October,2025
10/18/25,20251018,Saturday,0,1,0,41,October,2025
10/19/25,20251019,Sunday,0,1,0,42,October,2025
10/20/25,20251020,Monday,1,0,0,42,October,2025
10/21/25,20251021,Tuesday,1,0,0,42,October,2025
10/22/25,20251022,Wednesday,1,0,0,42,October,2025
10/23/25,20251023,Thursday,1,0,0,42,October,2025
10/24/25,20251024,Friday,1,0,0,42,October,2025
10/25/25,20251025,Saturday,0,1,0,42,October,2025
10/26/25,20251026,Sunday,0,1,0,43,October,2025
10/27/25,20251027,Monday,1,0,0,43,October,2025
10/28/25,20251028,Tuesday,1,0,0,43,October,2025
10/29/25,20251029,Wednesday,1,0,0,43,October,2025
10/30/25,20251030,Thursday,1,0,0,43,October,2025
10/31/25,20251031,Friday,1,0,0,43,October,2025
11/1/25,20251101,Saturday,0,1,0,43,November,2025
11/2/25,20251102,Sunday,0,1,0,44,November,2025
11/3/25,20251103,Monday,1,0,0,44,November,2025
11/4/25,20251104,Tuesday,1,0,0,44,November,2025
11/5/25,20251105,Wednesday,1,0,0,44,November,2025
11/6/25,20251106,Thursday,1,0,0,44,November,2025
11/7/25,20251107,Friday,1,0,0,44,November,2025
11/8/25,20251108,Saturday,0,1,0,44,November,2025
11/9/25,20251109,Sunday,0,1,0,45,November,2025
11/10/25,20251110,Monday,1,0,0,45,November,2025
11/11/25,20251111,Tuesday,1,0,0,45,November,2025
11/12/25,20251112,Wednesday,1,0,0,45,November,2025
11/13/25,20251113,Thursday,1,0,0,45,November,2025
11/14/25,20251114,Friday,1,0,0,45,November,2025
11/15/25,20251115,Saturday,0,1,0,45,November,2025
11/16/25,20251116,Sunday,0,1,0,46,November,2025
11/17/25,20251117,Monday,1,0,0,46,November,2025
11/18/25,20251118,Tuesday,1,0,0,46,November,2025
11/19/25,20251119,Wednesday,1,0,0,46,November,2025
11/20/25,20251120,Thursday,1,0,0,46,November,2025
11/21/25,20251121,Friday,1,0,0,46,November,2025
11/22/25,20251122,Saturday,0,1,0,46,November,2025
11/23/25,20251123,Sunday,0,1,0,47,November,2025
11/24/25,20251124,Monday,1,0,0,47,November,2025
11/25/25,20251125,Tuesday,1,0,0,47,November,2025
11/26/25,20251126,Wednesday,1,0,0,47,November,2025
11/27/25,20251127,Thursday,1,0,0,47,November,2025
11/28/25,20251128,Friday,1,0,0,47,November,2025
11/29/25,20251129,Saturday,0,1,0,47,November,2025
11/30/25,20251130,Sunday,0,1,0,48,November,2025
12/1/25,20251201,Monday,1,0,0,48,December,2025
12/2/25,20251202,Tuesday,1,0,0,48,December,2025
12/3/25,20251203,Wednesday,1,0,0,48,December,2025
12/4/25,20251204,Thursday,1,0,0,48,December,2025
12/5/25,20251205,Friday,1,0,0,48,December,2025
12/6/25,20251206,Saturday,0,1,0,48,December,2025
12/7/25,20251207,Sunday,0,1,0,49,December,2025
12/8/25,20251208,Monday,1,0,0,49,December,2025
12/9/25,20251209,Tuesday,1,0,0,49,December,2025
12/10/25,20251210,Wednesday,1,0,0,49,December,2025
12/11/25,20251211,Thursday,1,0,0,49,December,2025
12/12/25,20251212,Friday,1,0,0,49,December,2025
12/13/25,20251213,Saturday,0,1,0,49,December,2025
12/14/25,20251214,Sunday,0,1,0,50,December,2025
12/15/25,20251215,Monday,1,0,0,50,December,2025
12/16/25,20251216,Tuesday,1,0,0,50,December,2025
12/17/25,20251217,Wednesday,1,0,0,50,December,2025
12/18/25,20251218,Thursday,1,0,0,50,December,2025
12/19/25,20251219,Friday,1,0,0,50,December,2025
12/20/25,20251220,Saturday,0,1,0,50,December,2025
12/21/25,20251221,Sunday,0,1,0,51,December,2025
12/22/25,20251222,Monday,1,0,0,51,December,2025
12/23/25,20251223,Tuesday,1,0,0,51,December,2025
12/24/25,20251224,Wednesday,1,0,0,51,December,2025
12/25/25,20251225,Thursday,1,0,1,51,December,2025
12/26/25,20251226,Friday,1,0,0,51,December,2025
12/27/25,20251227,Saturday,0,1,0,51,December,2025
12/28/25,20251228,Sunday,0,1,0,52,December,2025
12/29/25,20251229,Monday,1,0,0,52,December,2025
12/30/25,20251230,Tuesday,1,0,0,52,December,2025
12/31/25,20251231,Wednesday,1,0,0,52,December,2025
1/1/26,20260101,Thursday,1,0,1,0,January,2026
1/2/26,20260102,Friday,1,0,0,0,January,2026
1/3/26,20260103,Saturday,0,1,0,0,January,2026
1/4/26,20260104,Sunday,0,1,0,1,January,2026
1/5/26,20260105,Monday,1,0,0,1,January,2026
1/6/26,20260106,Tuesday,1,0,0,1,January,2026
1/7/26,20260107,Wednesday,1,0,0,1,January,2026
1/8/26,20260108,Thursday,1,0,0,1,January,2026
1/9/26,20260109,Friday,1,0,0,1,January,2026
1/10/26,20260110,Saturday,0,1,0,1,January,2026
1/11/26,20260111,Sunday,0,1,0,2,January,2026
1/12/26,20260112,Monday,1,0,0,2,January,2026
1/13/26,20260113,Tuesday,1,0,0,2,January,2026
1/14/26,20260114,Wednesday,1,0,0,2,January,2026
1/15/26,20260115,Thursday,1,0,0,2,January,2026
1/16/26,20260116,Friday,1,0,0,2,January,2026
1/17/26,20260117,Saturday,0,1,0,2,January,2026
1/18/26,20260118,Sunday,0,1,0,3,January,2026
1/19/26,20260119,Monday,1,0,0,3,January,2026
1/20/26,20260120,Tuesday,1,0,0,3,January,2026
1/21/26,20260121,Wednesday,1,0,0,3,January,2026
1/22/26,20260122,Thursday,1,0,0,3,January,2026
1/23/26,20260123,Friday,1,0,0,3,January,2026
1/24/26,20260124,Saturday,0,1,0,3,January,2026
1/25/26,20260125,Sunday,0,1,0,4,January,2026
1/26/26,20260126,Monday,1,0,0,4,January,2026
1/27/26,20260127,Tuesday,1,0,0,4,January,2026
1/28/26,20260128,Wednesday,1,0,0,4,January,2026
1/29/26,20260129,Thursday,1,0,0,4,January,2026
1/30/26,20260130,Friday,1,0,0,4,January,2026
1/31/26,20260131,Saturday,0,1,0,4,January,2026
2/1/26,20260201,Sunday,0,1,0,5,February,2026
2/2/26,20260202,Monday,1,0,0,5,February,2026
2/3/26,20260203,Tuesday,1,0,0,5,February,2026
2/4/26,20260204,Wednesday,1,0,0,5,February,2026
2/5/26,20260205,Thursday,1,0,0,5,February,2026
2/6/26,20260206,Friday,1,0,0,5,February,2026
2/7/26,20260207,Saturday,0,1,0,5,February,2026
2/8/26,20260208,Sunday,0,1,0,6,February,2026
2/9/26,20260209,Monday,1,0,0,6,February,2026
2/10/26,20260210,Tuesday,1,0,0,6,February,2026
2/11/26,20260211,Wednesday,1,0,0,6,February,2026
2/12/26,20260212,Thursday,1,0,0,6,February,2026
2/13/26,20260213,Friday,1,0,0,6,February,2026
2/14/26,20260214,Saturday,0,1,0,6,February,2026
2/15/26,20260215,Sunday,0,1,0,7,February,2026
2/16/26,20260216,Monday,1,0,0,7,February,2026
2/17/26,20260217,Tuesday,1,0,0,7,February,2026
2/18/26,20260218,Wednesday,1,0,0,7,February,2026
2/19/26,20260219,Thursday,1,0,0,7,February,2026
2/20/26,20260220,Friday,1,0,0,7,February,2026
2/21/26,20260221,Saturday,0,1,0,7,February,2026
2/22/26,20260222,Sunday,0,1,0,8,February,2026
2/23/26,20260223,Monday,1,0,0,8,February,2026
2/24/26,20260224,Tuesday,1,0,0,8,February,2026
2/25/26,20260225,Wednesday,1,0,0,8,February,2026
2/26/26,20260226,Thursday,1,0,0,8,February,2026
2/27/26,20260227,Friday,1,0,0,8,February,2026
2/28/26,20260228,Saturday,0,1,0,8,February,2026
3/1/26,20260301,Sunday,0,1,0,9,March,2026
3/2/26,20260302,Monday,1,0,0,9,March,2026
3/3/26,20260303,Tuesday,1,0,0,9,March,2026
3/4/26,20260304,Wednesday,1,0,0,9,March,2026
3/5/26,20260305,Thursday,1,0,0,9,March,2026
3/6/26,20260306,Friday,1,0,0,9,March,2026
3/7/26,20260307,Saturday,0,1,0,9,March,2026
3/8/26,20260308,Sunday,0,1,0,10,March,2026
3/9/26,20260309,Monday,1,0,0,10,March,2026
3/10/26,20260310,Tuesday,1,0,0,10,March,2026
3/11/26,20260311,Wednesday,1,0,0,10,March,2026
3/12/26,20260312,Thursday,1,0,0,10,March,2026
3/13/26,20260313,Friday,1,0,0,10,March,2026
3/14/26,20260314,Saturday,0,1,0,10,March,2026
3/15/26,20260315,Sunday,0,1,0,11,March,2026
3/16/26,20260316,Monday,1,0,0,11,March,2026
3/17/26,20260317,Tuesday,1,0,0,11,March,2026
3/18/26,20260318,Wednesday,1,0,0,11,March,2026
3/19/26,20260319,Thursday,1,0,0,11,March,2026
3/20/26,20260320,Friday,1,0,0,11,March,2026
3/21/26,20260321,Saturday,0,1,0,11,March,2026
3/22/26,20260322,Sunday,0,1,0,12,March,2026
3/23/26,20260323,Monday,1,0,0,12,March,2026
3/24/26,20260324,Tuesday,1,0,0,12,March,2026
3/25/26,20260325,Wednesday,1,0,0,12,March,2026
3/26/26,20260326,Thursday,1,0,0,12,March,2026
3/27/26,20260327,Friday,1,0,0,12,March,2026
3/28/26,20260328,Saturday,0,1,0,12,March,2026
3/29/26,20260329,Sunday,0,1,0,13,March,2026
3/30/26,20260330,Monday,1,0,0,13,March,2026
3/31/26,20260331,Tuesday,1,0,0,13,March,2026
4/1/26,20260401,Wednesday,1,0,0,13,April,2026
4/2/26,20260402,Thursday,1,0,0,13,April,2026
4/3/26,20260403,Friday,1,0,0,13,April,2026
4/4/26,20260404,Saturday,0,1,0,13,April,2026
4/5/26,20260405,Sunday,0,1,0,14,April,2026
4/6/26,20260406,Monday,1,0,0,14,April,2026
4/7/26,20260407,Tuesday,1,0,0,14,April,2026
4/8/26,20260408,Wednesday,1,0,0,14,April,2026
4/9/26,20260409,Thursday,1,0,0,14,April,2026
4/10/26,20260410,Friday,1,0,0,14,April,2026
4/11/26,20260411,Saturday,0,1,0,14,April,2026
4/12/26,20260412,Sunday,0,1,0,15,April,2026
4/13/26,20260413,Monday,1,0,0,15,April,2026
4/14/26,20260414,Tuesday,1,0,0,15,April,2026
4/15/26,20260415,Wednesday,1,0,0,15,April,2026
4/16/26,20260416,Thursday,1,0,0,15,April,2026
4/17/26,20260417,Friday,1,0,0,15,April,2026
4/18/26,20260418,Saturday,0,1,0,15,April,2026
4/19/26,20260419,Sunday,0,1,0,16,April,2026
4/20/26,20260420,Monday,1,0,0,16,April,2026
4/21/26,20260421,Tuesday,1,0,0,16,April,2026
4/22/26,20260422,Wednesday,1,0,0,16,April,2026
4/23/26,20260423,Thursday,1,0,0,16,April,2026
4/24/26,20260424,Friday,1,0,0,16,April,2026
4/25/26,20260425,Saturday,0,1,0,16,April,2026
4/26/26,20260426,Sunday,0,1,0,17,April,2026
4/27/26,20260427,Monday,1,0,0,17,April,2026
4/28/26,20260428,Tuesday,1,0,0,17,April,2026
4/29/26,20260429,Wednesday,1,0,0,17,April,2026
4/30/26,20260430,Thursday,1,0,0,17,April,2026
5/1/26,20260501,Friday,1,0,0,17,May,2026
5/2/26,20260502,Saturday,0,1,0,17,May,2026
5/3/26,20260503,Sunday,0,1,0,18,May,2026
5/4/26,20260504,Monday,1,0,0,18,May,2026
5/5/26,20260505,Tuesday,1,0,0,18,May,2026
5/6/26,20260506,Wednesday,1,0,0,18,May,2026
5/7/26,20260507,Thursday,1,0,0,18,May,2026
5/8/26,20260508,Friday,1,0,0,18,May,2026
5/9/26,20260509,Saturday,0,1,0,18,May,2026
5/10/26,20260510,Sunday,0,1,0,19,May,2026
5/11/26,20260511,Monday,1,0,0,19,May,2026
5/12/26,20260512,Tuesday,1,0,0,19,May,2026
5/13/26,20260513,Wednesday,1,0,0,19,May,2026
5/14/26,20260514,Thursday,1,0,0,19,May,2026
5/15/26,20260515,Friday,1,0,0,19,May,2026
5/16/26,20260516,Saturday,0,1,0,19,May,2026
5/17/26,20260517,Sunday,0,1,0,20,May,2026
5/18/26,20260518,Monday,1,0,0,20,May,2026
5/19/26,20260519,Tuesday,1,0,0,20,May,2026
5/20/26,20260520,Wednesday,1,0,0,20,May,2026
5/21/26,20260521,Thursday,1,0,0,20,May,2026
5/22/26,20260522,Friday,1,0,0,20,May,2026
5/23/26,20260523,Saturday,0,1,0,20,May,2026
5/24/26,20260524,Sunday,0,1,0,21,May,2026
5/25/26,20260525,Monday,1,0,0,21,May,2026
5/26/26,20260526,Tuesday,1,0,0,21,May,2026
5/27/26,20260527,Wednesday,1,0,0,21,May,2026
5/28/26,20260528,Thursday,1,0,0,21,May,2026
5/29/26,20260529,Friday,1,0,0,21,May,2026
5/30/26,20260530,Saturday,0,1,0,21,May,2026
5/31/26,20260531,Sunday,0,1,0,22,May,2026
6/1/26,20260601,Monday,1,0,0,22,June,2026
6/2/26,20260602,Tuesday,1,0,0,22,June,2026
6/3/26,20260603,Wednesday,1,0,0,22,June,2026
6/4/26,20260604,Thursday,1,0,0,22,June,2026
6/5/26,20260605,Friday,1,0,0,22,June,2026
6/6/26,20260606,Saturday,0,1,0,22,June,2026
6/7/26,20260607,Sunday,0,1,0,23,June,2026
6/8/26,20260608,Monday,1,0,0,23,June,2026
6/9/26,20260609,Tuesday,1,0,0,23,June,2026
6/10/26,20260610,Wednesday,1,0,0,23,June,2026
6/11/26,20260611,Thursday,1,0,0,23,June,2026
6/12/26,20260612,Friday,1,0,0,23,June,2026
6/13/26,20260613,Saturday,0,1,0,23,June,2026
6/14/26,20260614,Sunday,0,1,0,24,June,2026
6/15/26,20260615,Monday,1,0,0,24,June,2026
6/16/26,20260616,Tuesday,1,0,0,24,June,2026
6/17/26,20260617,Wednesday,1,0,0,24,June,2026
6/18/26,20260618,Thursday,1,0,0,24,June,2026
6/19/26,20260619,Friday,1,0,0,24,June,2026
6/20/26,20260620,Saturday,0,1,0,24,June,2026
6/21/26,20260621,Sunday,0,1,0,25,June,2026
6/22/26,20260622,Monday,1,0,0,25,June,2026
6/23/26,20260623,Tuesday,1,0,0,25,June,2026
6/24/26,20260624,Wednesday,1,0,0,25,June,2026
6/25/26,20260625,Thursday,1,0,0,25,June,2026
6/26/26,20260626,Friday,1,0,0,25,June,2026
6/27/26,20260627,Saturday,0,1,0,25,June,2026
6/28/26,20260628,Sunday,0,1,0,26,June,2026
6/29/26,20260629,Monday,1,0,0,26,June,2026
6/30/26,20260630,Tuesday,1,0,0,26,June,2026
7/1/26,20260701,Wednesday,1,0,0,26,July,2026
7/2/26,20260702,Thursday,1,0,0,26,July,2026
7/3/26,20260703,Friday,1,0,0,26,July,2026
7/4/26,20260704,Saturday,0,1,0,26,July,2026
7/5/26,20260705,Sunday,0,1,0,27,July,2026
7/6/26,20260706,Monday,1,0,0,27,July,2026
7/7/26,20260707,Tuesday,1,0,0,27,July,2026
7/8/26,20260708,Wednesday,1,0,0,27,July,2026
7/9/26,20260709,Thursday,1,0,0,27,July,2026
7/10/26,20260710,Friday,1,0,0,27,July,2026
7/11/26,20260711,Saturday,0,1,0,27,July,2026
7/12/26,20260712,Sunday,0,1,0,28,July,2026
7/13/26,20260713,Monday,1,0,0,28,July,2026
7/14/26,20260714,Tuesday,1,0,0,28,July,2026
7/15/26,20260715,Wednesday,1,0,0,28,July,2026
7/16/26,20260716,Thursday,1,0,0,28,July,2026
7/17/26,20260717,Friday,1,0,0,28,July,2026
7/18/26,20260718,Saturday,0,1,0,28,July,2026
7/19/26,20260719,Sunday,0,1,0,29,July,2026
7/20/26,20260720,Monday,1,0,0,29,July,2026
7/21/26,20260721,Tuesday,1,0,0,29,July,2026
7/22/26,20260722,Wednesday,1,0,0,29,July,2026
7/23/26,20260723,Thursday,1,0,0,29,July,2026
7/24/26,20260724,Friday,1,0,0,29,July,2026
7/25/26,20260725,Saturday,0,1,0,29,July,2026
7/26/26,20260726,Sunday,0,1,0,30,July,2026
7/27/26,20260727,Monday,1,0,0,30,July,2026
7/28/26,20260728,Tuesday,1,0,0,30,July,2026
7/29/26,20260729,Wednesday,1,0,0,30,July,2026
7/30/26,20260730,Thursday,1,0,0,30,July,2026
7/31/26,20260731,Friday,1,0,0,30,July,2026
8/1/26,20260801,Saturday,0,1,0,30,August,2026
8/2/26,20260802,Sunday,0,1,0,31,August,2026
8/3/26,20260803,Monday,1,0,0,31,August,2026
8/4/26,20260804,Tuesday,1,0,0,31,August,2026
8/5/26,20260805,Wednesday,1,0,0,31,August,2026
8/6/26,20260806,Thursday,1,0,0,31,August,2026
8/7/26,20260807,Friday,1,0,0,31,August,2026
8/8/26,20260808,Saturday,0,1,0,31,August,2026
8/9/26,20260809,Sunday,0,1,0,32,August,2026
8/10/26,20260810,Monday,1,0,0,32,August,2026
8/11/26,20260811,Tuesday,1,0,0,32,August,2026
8/12/26,20260812,Wednesday,1,0,0,32,August,2026
8/13/26,20260813,Thursday,1,0,0,32,August,2026
8/14/26,20260814,Friday,1,0,0,32,August,2026
8/15/26,20260815,Saturday,0,1,0,32,August,2026
8/16/26,20260816,Sunday,0,1,0,33,August,2026
8/17/26,20260817,Monday,1,0,0,33,August,2026
8/18/26,20260818,Tuesday,1,0,0,33,August,2026
8/19/26,20260819,Wednesday,1,0,0,33,August,2026
8/20/26,20260820,Thursday,1,0,0,33,August,2026
8/21/26,20260821,Friday,1,0,0,33,August,2026
8/22/26,20260822,Saturday,0,1,0,33,August,2026
8/23/26,20260823,Sunday,0,1,0,34,August,2026
8/24/26,20260824,Monday,1,0,0,34,August,2026
8/25/26,20260825,Tuesday,1,0,0,34,August,2026
8/26/26,20260826,Wednesday,1,0,0,34,August,2026
8/27/26,20260827,Thursday,1,0,0,34,August,2026
8/28/26,20260828,Friday,1,0,0,34,August,2026
8/29/26,20260829,Saturday,0,1,0,34,August,2026
8/30/26,20260830,Sunday,0,1,0,35,August,2026
8/31/26,20260831,Monday,1,0,0,35,August,2026
9/1/26,20260901,Tuesday,1,0,0,35,September,2026
9/2/26,20260902,Wednesday,1,0,0,35,September,2026
9/3/26,20260903,Thursday,1,0,0,35,September,2026
9/4/26,20260904,Friday,1,0,0,35,September,2026
9/5/26,20260905,Saturday,0,1,0,35,September,2026
9/6/26,20260906,Sunday,0,1,0,36,September,2026
9/7/26,20260907,Monday,1,0,0,36,September,2026
9/8/26,20260908,Tuesday,1,0,0,36,September,2026
9/9/26,20260909,Wednesday,1,0,0,36,September,2026
9/10/26,20260910,Thursday,1,0,0,36,September,2026
9/11/26,20260911,Friday,1,0,0,36,September,2026
9/12/26,20260912,Saturday,0,1,0,36,September,2026
9/13/26,20260913,Sunday,0,1,0,37,September,2026
9/14/26,20260914,Monday,1,0,0,37,September,2026
9/15/26,20260915,Tuesday,1,0,0,37,September,2026
9/16/26,20260916,Wednesday,1,0,0,37,September,2026
9/17/26,20260917,Thursday,1,0,0,37,September,2026
9/18/26,20260918,Friday,1,0,0,37,September,2026
9/19/26,20260919,Saturday,0,1,0,37,September,2026
9/20/26,20260920,Sunday,0,1,0,38,September,2026
9/21/26,20260921,Monday,1,0,0,38,September,2026
9/22/26,20260922,Tuesday,1,0,0,38,September,2026
9/23/26,20260923,Wednesday,1,0,0,38,September,2026
9/24/26,20260924,Thursday,1,0,0,38,September,2026
9/25/26,20260925,Friday,1,0,0,38,September,2026
9/26/26,20260926,Saturday,0,1,0,38,September,2026
9/27/26,20260927,Sunday,0,1,0,39,September,2026
9/28/26,20260928,Monday,1,0,0,39,September,2026
9/29/26,20260929,Tuesday,1,0,0,39,September,2026
9/30/26,20260930,Wednesday,1,0,0,39,September,2026
10/1/26,20261001,Thursday,1,0,0,39,October,2026
10/2/26,20261002,Friday,1,0,0,39,October,2026
10/3/26,20261003,Saturday,0,1,0,39,October,2026
10/4/26,20261004,Sunday,0,1,0,40,October,2026
10/5/26,20261005,Monday,1,0,0,40,October,2026
10/6/26,20261006,Tuesday,1,0,0,40,October,2026
10/7/26,20261007,Wednesday,1,0,0,40,October,2026
10/8/26,20261008,Thursday,1,0,0,40,October,2026
10/9/26,20261009,Friday,1,0,0,40,October,2026
10/10/26,20261010,Saturday,0,1,0,40,October,2026
10/11/26,20261011,Sunday,0,1,0,41,October,2026
10/12/26,20261012,Monday,1,0,0,41,October,2026
10/13/26,20261013,Tuesday,1,0,0,41,October,2026
10/14/26,20261014,Wednesday,1,0,0,41,October,2026
10/15/26,20261015,Thursday,1,0,0,41,October,2026
10/16/26,20261016,Friday,1,0,0,41,October,2026
10/17/26,20261017,Saturday,0,1,0,41,October,2026
10/18/26,20261018,Sunday,0,1,0,42,October,2026
10/19/26,20261019,Monday,1,0,0,42,October,2026
10/20/26,20261020,Tuesday,1,0,0,42,October,2026
10/21/26,20261021,Wednesday,1,0,0,42,October,2026
10/22/26,20261022,Thursday,1,0,0,42,October,2026
10/23/26,20261023,Friday,1,0,0,42,October,2026
10/24/26,20261024,Saturday,0,1,0,42,October,2026
10/25/26,20261025,Sunday,0,1,0,43,October,2026
10/26/26,20261026,Monday,1,0,0,43,October,2026
10/27/26,20261027,Tuesday,1,0,0,43,October,2026
10/28/26,20261028,Wednesday,1,0,0,43,October,2026
10/29/26,20261029,Thursday,1,0,0,43,October,2026
10/30/26,20261030,Friday,1,0,0,43,October,2026
10/31/26,20261031,Saturday,0,1,0,43,October,2026
11/1/26,20261101,Sunday,0,1,0,44,November,2026
11/2/26,20261102,Monday,1,0,0,44,November,2026
11/3/26,20261103,Tuesday,1,0,0,44,November,2026
11/4/26,20261104,Wednesday,1,0,0,44,November,2026
11/5/26,20261105,Thursday,1,0,0,44,November,2026
11/6/26,20261106,Friday,1,0,0,44,November,2026
11/7/26,20261107,Saturday,0,1,0,44,November,2026
11/8/26,20261108,Sunday,0,1,0,45,November,2026
11/9/26,20261109,Monday,1,0,0,45,November,2026
11/10/26,20261110,Tuesday,1,0,0,45,November,2026
11/11/26,20261111,Wednesday,1,0,0,45,November,2026
11/12/26,20261112,Thursday,1,0,0,45,November,2026
11/13/26,20261113,Friday,1,0,0,45,November,2026
11/14/26,20261114,Saturday,0,1,0,45,November,2026
11/15/26,20261115,Sunday,0,1,0,46,November,2026
11/16/26,20261116,Monday,1,0,0,46,November,2026
11/17/26,20261117,Tuesday,1,0,0,46,November,2026
11/18/26,20261118,Wednesday,1,0,0,46,November,2026
11/19/26,20261119,Thursday,1,0,0,46,November,2026
11/20/26,20261120,Friday,1,0,0,46,November,2026
11/21/26,20261121,Saturday,0,1,0,46,November,2026
11/22/26,20261122,Sunday,0,1,0,47,November,2026
11/23/26,20261123,Monday,1,0,0,47,November,2026
11/24/26,20261124,Tuesday,1,0,0,47,November,2026
11/25/26,20261125,Wednesday,1,0,0,47,November,2026
11/26/26,20261126,Thursday,1,0,0,47,November,2026
11/27/26,20261127,Friday,1,0,0,47,November,2026
11/28/26,20261128,Saturday,0,1,0,47,November,2026
11/29/26,20261129,Sunday,0,1,0,48,November,2026
11/30/26,20261130,Monday,1,0,0,48,November,2026
12/1/26,20261201,Tuesday,1,0,0,48,December,2026
12/2/26,20261202,Wednesday,1,0,0,48,December,2026
12/3/26,20261203,Thursday,1,0,0,48,December,2026
12/4/26,20261204,Friday,1,0,0,48,December,2026
12/5/26,20261205,Saturday,0,1,0,48,December,2026
12/6/26,20261206,Sunday,0,1,0,49,December,2026
12/7/26,20261207,Monday,1,0,0,49,December,2026
12/8/26,20261208,Tuesday,1,0,0,49,December,2026
12/9/26,20261209,Wednesday,1,0,0,49,December,2026
12/10/26,20261210,Thursday,1,0,0,49,December,2026
12/11/26,20261211,Friday,1,0,0,49,December,2026
12/12/26,20261212,Saturday,0,1,0,49,December,2026
12/13/26,20261213,Sunday,0,1,0,50,December,2026
12/14/26,20261214,Monday,1,0,0,50,December,2026
12/15/26,20261215,Tuesday,1,0,0,50,December,2026
12/16/26,20261216,Wednesday,1,0,0,50,December,2026
12/17/26,20261217,Thursday,1,0,0,50,December,2026
12/18/26,20261218,Friday,1,0,0,50,December,2026
12/19/26,20261219,Saturday,0,1,0,50,December,2026
12/20/26,20261220,Sunday,0,1,0,51,December,2026
12/21/26,20261221,Monday,1,0,0,51,December,2026
12/22/26,20261222,Tuesday,1,0,0,51,December,2026
12/23/26,20261223,Wednesday,1,0,0,51,December,2026
12/24/26,20261224,Thursday,1,0,0,51,December,2026
12/25/26,20261225,Friday,1,0,1,51,December,2026
12/26/26,20261226,Saturday,0,1,0,51,December,2026
12/27/26,20261227,Sunday,0,1,0,52,December,2026
12/28/26,20261228,Monday,1,0,0,52,December,2026
12/29/26,20261229,Tuesday,1,0,0,52,December,2026
12/30/26,20261230,Wednesday,1,0,0,52,December,2026
12/31/26,20261231,Thursday,1,0,0,52,December,2026
1/1/27,20270101,Friday,1,0,1,0,January,2027
1/2/27,20270102,Saturday,0,1,0,0,January,2027
1/3/27,20270103,Sunday,0,1,0,1,January,2027
1/4/27,20270104,Monday,1,0,0,1,January,2027
1/5/27,20270105,Tuesday,1,0,0,1,January,2027
1/6/27,20270106,Wednesday,1,0,0,1,January,2027
1/7/27,20270107,Thursday,1,0,0,1,January,2027
1/8/27,20270108,Friday,1,0,0,1,January,2027
1/9/27,20270109,Saturday,0,1,0,1,January,2027
1/10/27,20270110,Sunday,0,1,0,2,January,2027
1/11/27,20270111,Monday,1,0,0,2,January,2027
1/12/27,20270112,Tuesday,1,0,0,2,January,2027
1/13/27,20270113,Wednesday,1,0,0,2,January,2027
1/14/27,20270114,Thursday,1,0,0,2,January,2027
1/15/27,20270115,Friday,1,0,0,2,January,2027
1/16/27,20270116,Saturday,0,1,0,2,January,2027
1/17/27,20270117,Sunday,0,1,0,3,January,2027
1/18/27,20270118,Monday,1,0,0,3,January,2027
1/19/27,20270119,Tuesday,1,0,0,3,January,2027
1/20/27,20270120,Wednesday,1,0,0,3,January,2027
1/21/27,20270121,Thursday,1,0,0,3,January,2027
1/22/27,20270122,Friday,1,0,0,3,January,2027
1/23/27,20270123,Saturday,0,1,0,3,January,2027
1/24/27,20270124,Sunday,0,1,0,4,January,2027
1/25/27,20270125,Monday,1,0,0,4,January,2027
1/26/27,20270126,Tuesday,1,0,0,4,January,2027
1/27/27,20270127,Wednesday,1,0,0,4,January,2027
1/28/27,20270128,Thursday,1,0,0,4,January,2027
1/29/27,20270129,Friday,1,0,0,4,January,2027
1/30/27,20270130,Saturday,0,1,0,4,January,2027
1/31/27,20270131,Sunday,0,1,0,5,January,2027
