order_id,sales,quantity,discount,profit
CA-2016-152520,12.96,2,0,6.2208
CA-2016-152534,44.04,8,0,20.004
CA-2016-152555,1702.38,17,0.7,40.7136
CA-2016-152632,40.2,3,0,19.296
CA-2016-152646,32.4,5,0,15.552
CA-2016-152688,436.96,2,0,160.6086
CA-2016-152730,1282.61,33,0,509.1174
CA-2016-152765,173.488,7,0.2,54.215
CA-2016-152800,6.12,3,0,2.8764
CA-2016-152814,29.472,3,0.2,9.9468
CA-2016-152940,29.74,1,0,4.461
CA-2016-153101,146.04,1,0.2,-12.7785
CA-2016-153157,224.75,5,0,62.93
CA-2016-153178,1111.418,5,0.2,383.943
CA-2016-153185,30.96,6,0.2,11.223
CA-2016-153269,435.85,13,0,124.1886
CA-2016-153318,783.96,5,0.2,78.396
CA-2016-153346,27.21,8,0,10.5825
CA-2016-153353,39.99,1,0,11.5971
CA-2016-153577,577.122,10,0.5,4.4664
CA-2016-153598,1761.85,11,0,711.454
CA-2016-153661,381.804,20,0.2,106.2516
CA-2016-153682,839.988,2,0.4,69.999
CA-2016-153836,143.702,8,0.2,42.2492
CA-2016-154018,362.342,18,2,-133.2227
CA-2016-154053,16.99,1,0,4.9271
CA-2016-154060,187.056,9,0.2,11.691
CA-2016-154067,105.52,4,0,48.5392
CA-2016-154081,222.384,2,0.2,22.2384
CA-2016-154235,127.95,3,0,21.7515
CA-2016-154403,4.98,1,0,2.4402
CA-2016-154508,28.4,5,0,13.348
CA-2016-154536,9.555,5,0.7,-7.3255
CA-2016-154662,692.94,3,0,173.235
CA-2016-154690,225.296,2,0.2,22.5296
CA-2016-154711,72.892,9,0.2,22.7764
CA-2016-154739,321.568,2,0.2,28.1372
CA-2016-154767,475.86,12,0,175.7344
CA-2016-154788,7.712,2,0.2,2.7956
CA-2016-154998,37.94,2,0,18.2112
CA-2016-155005,377.97,3,0,94.4925
CA-2016-155033,10.56,2,0,5.0688
CA-2016-155138,99.872,7,0.4,31.8076
CA-2016-155166,239.43,4,0,32.97
CA-2016-155187,83.66,7,0,23.7872
CA-2016-155383,46.53,3,0,13.0284
CA-2016-155439,25.92,4,0,12.4416
CA-2016-155446,21.21,7,0,4.4541
CA-2016-155474,127.28,4,0.4,15.4786
CA-2016-155481,71.156,15,0.8,10.532
CA-2016-155488,44.02,2,0,11.4452
CA-2016-155516,1179.27,17,0,311.3476
CA-2016-155530,2003.52,6,0.2,-325.572
CA-2016-155551,240.04,5,0.4,-45.6933
CA-2016-155565,54.9,5,0,15.372
CA-2016-155670,21.504,11,0.9,-5.0268
CA-2016-155747,337.176,2,0.4,-118.0116
CA-2016-155845,1399.944,7,0.2,52.4979
CA-2016-155978,1085.688,4,0.2,104.7642
CA-2016-155992,111.75,7,0,29.754
CA-2016-156251,250.48,5,0,28.3708
CA-2016-156265,482.584,7,0.6,53.4138
CA-2016-156300,754.45,5,0,60.356
CA-2016-156503,305.248,12,1.2,79.1866
CA-2016-156573,60.485,8,1.1,6.2349
CA-2016-156685,911.256,12,0.4,111.5262
CA-2016-156748,933.95,16,0,82.9499
CA-2016-156811,68.952,7,0.2,19.6809
CA-2016-157000,57.24,6,0.4,9.9774
CA-2016-157161,199.18,26,0,71.7182
CA-2016-157217,425.954,5,0.2,137.0878
CA-2016-157245,641.96,2,0,179.7488
CA-2016-157259,799.56,9,0,207.8856
CA-2016-157266,83.15,10,0,36.983
CA-2016-157280,1120.73,10,0,165.8033
CA-2016-157336,840,10,0,190.9008
CA-2016-157364,18.48,2,0.2,6.006
CA-2016-157511,107.396,6,0.7,-5.125
CA-2016-157588,88.15,6,0,32.633
CA-2016-157686,194.848,4,0.2,12.178
CA-2016-157707,136.776,2,0.4,10.5897
CA-2016-157714,9.99,1,0,4.4955
CA-2016-157742,27.792,3,0.2,10.422
CA-2016-157749,677.949,25,2.9,-462.9528
CA-2016-157763,140.81,1,0,39.4268
CA-2016-157791,1999.96,4,0,899.982
CA-2016-157868,24.85,7,0,11.6795
CA-2016-158001,1091.44,16,0,297.6708
CA-2016-158043,23.36,2,0,11.68
CA-2016-158099,1422.252,8,1.1,-807.777
CA-2016-158155,330.82,12,0.2,127.699
CA-2016-158211,109.252,7,0.9,-79.594
CA-2016-158260,686.4,2,0.2,77.22
CA-2016-158302,10.584,3,0.2,3.4398
CA-2016-158358,159.98,2,0,57.5928
CA-2016-158435,253.03,13,0,43.0947
CA-2016-158547,123.92,5,0.2,9.294
CA-2016-158568,162.388,13,1.2,8.7815
CA-2016-158575,103.968,6,0.2,16.8948
CA-2016-158610,69.52,2,0,17.38
CA-2016-158617,35.88,6,0,16.146
CA-2016-158694,1467.134,33,0.2,485.1744
CA-2016-158778,1024.637,17,1,-70.4747
CA-2016-158806,48.996,8,0.8,-1.8891
CA-2016-158834,361.104,7,0.4,33.0048
CA-2016-158841,8805.04,20,0,2825.2862
CA-2016-158869,70.88,2,0,33.3136
CA-2016-158925,15.552,3,0.2,5.4432
CA-2016-159009,197.968,7,0.4,-16.3242
CA-2016-159016,4173.812,13,0.2,371.0568
CA-2016-159023,4.158,7,0.7,-3.465
CA-2016-159142,177.78,6,0,19.0695
CA-2016-159212,273.59,5,0,124.4453
CA-2016-159345,111.96,2,0,54.8604
CA-2016-159373,628.937,12,1.3,22.3656
CA-2016-159639,31.56,3,0,10.4148
CA-2016-159653,14.73,3,0,7.2177
CA-2016-159695,158.368,7,0.2,13.8572
CA-2016-159730,219.472,4,0.4,17.884
CA-2016-159737,8.808,3,0.8,-14.9736
CA-2016-159765,27.86,7,0,9.1938
CA-2016-159891,1396.35,9,0,694.4142
CA-2016-159912,419.87,17,1.8,-143.5582
CA-2016-159940,339.98,20,1.3,-33.0869
CA-2016-159989,40.68,3,0.2,-9.153
CA-2016-160108,1085.87,10,0,209.2714
CA-2016-160129,100.616,14,0.6,18.6496
CA-2016-160136,9.248,2,0.2,3.3524
CA-2016-160220,338.54,15,0,88.4908
CA-2016-160234,135.95,1,0,39.4255
CA-2016-160241,242.176,4,0.6,-302.72
CA-2016-160304,405.92,5,0,105.541
CA-2016-160479,35.4,5,0,13.452
CA-2016-160486,72.224,4,0.2,25.2784
CA-2016-160500,305.496,8,0.4,9.8214
CA-2016-160535,883.32,12,0,185.9784
CA-2016-160598,31.008,1,0.2,11.2404
CA-2016-160717,3528.488,14,0.4,391.759
CA-2016-160745,633.176,11,0.2,60.3462
CA-2016-160815,278.4,3,0,80.736
CA-2016-160941,423.05,6,0,198.865
CA-2016-161025,772.68,4,0,108.1752
CA-2016-161095,41.32,5,0.4,14.5589
CA-2016-161158,8,5,0,3.44
CA-2016-161207,27.93,3,0,8.0997
CA-2016-161361,34.68,6,0.2,14.1816
CA-2016-161389,407.976,3,0.2,132.5922
CA-2016-161473,46.002,8,0.2,17.8854
CA-2016-161543,11.96,2,0,5.8604
CA-2016-161662,30.352,2,0.2,10.6232
CA-2016-161669,90.396,12,0.4,30.633
CA-2016-161676,33.8,5,0.2,4.225
CA-2016-161746,615.406,11,0.2,26.8042
CA-2016-161781,40.88,7,0,10.6288
CA-2016-161816,385.288,7,0.4,47.2729
CA-2016-161907,887.966,7,0.6,-191.1674
CA-2016-161928,201.584,2,0.2,12.599
CA-2016-162082,392.06,13,0.72,4.0569
CA-2016-162110,55.992,1,0.2,3.4995
CA-2016-162138,351.51,7,0.2,116.7405
CA-2016-162159,121.78,2,0,30.445
CA-2016-162187,1252.636,19,1.3,-263.5685
CA-2016-162222,10.272,3,0.2,3.21
CA-2016-162236,1106.924,14,0.8,-322.8988
CA-2016-162313,167.292,6,0.1,29.7408
CA-2016-162348,9.98,1,0,2.7944
CA-2016-162355,1302.83,10,0,301.0897
CA-2016-162383,103.054,10,1.7,-15.1722
CA-2016-162390,1671.08,22,0.6,482.662
CA-2016-162404,11.416,4,0.8,-18.8364
CA-2016-162614,27.264,2,0.2,8.8608
CA-2016-162726,34.048,6,0.4,11.0288
CA-2016-162733,5.98,1,0,2.691
CA-2016-162747,86.45,7,0,38.038
CA-2016-162901,31.4,2,0,7.85
CA-2016-162943,253.764,2,0.1,31.0156
CA-2016-163048,241.5,4,0.3,0
CA-2016-163153,100.716,3,0.5,-0.9156
CA-2016-163167,2673.69,18,0,431.2023
CA-2016-163174,186.54,3,0,41.0388
CA-2016-163202,2.907,3,0.7,-2.0349
CA-2016-163216,4.928,2,0.2,1.7248
CA-2016-163328,1465.032,23,1.2,134.0372
CA-2016-163384,45.616,9,0.2,20.0124
CA-2016-163398,55.972,11,1.8,-72.1581
CA-2016-163573,1219.96,5,0.2,381.2375
CA-2016-163594,250.416,9,0.4,-13.3758
CA-2016-163636,3.536,2,0.2,0.3094
CA-2016-163755,209.88,3,0,35.6796
CA-2016-163776,1110.5,24,0,363.4222
CA-2016-163804,2781.77,16,0,782.5166
CA-2016-163937,24.85,5,0,7.7035
CA-2016-163951,16.52,5,0.2,1.652
CA-2016-163972,120.666,2,0.15,21.294
CA-2016-163986,54.5,5,0,14.17
CA-2016-164035,23.12,5,0.2,8.381
CA-2016-164091,547.33,5,0,165.2938
CA-2016-164154,59.948,8,0.9,-14.1904
CA-2016-164350,67.56,3,0.2,8.445
CA-2016-164399,878.328,6,0.4,17.0676
CA-2016-164483,17.456,2,0.2,5.8914
CA-2016-164490,9.248,2,0.2,3.3524
CA-2016-164511,147.912,9,0.2,25.7848
CA-2016-164574,732.156,8,0.9,6.3381
CA-2016-164637,128.4,3,0,64.2
CA-2016-164672,211.96,2,0,42.392
CA-2016-164735,81.2,5,0,12.18
CA-2016-164770,812.68,19,0.52,-128.346
CA-2016-164784,377.346,6,1.3,-142.787
CA-2016-164889,71.088,2,0.2,-1.7772
CA-2016-164896,12.9,2,0,6.321
CA-2016-164924,341.991,3,0.7,-319.1916
CA-2016-164938,69.93,7,0,0.6993
CA-2016-165015,46.72,5,0.2,17.52
CA-2016-165148,31.4,5,0,10.048
CA-2016-165169,386.48,7,0,103.3612
CA-2016-165218,162.344,4,0.4,49.5943
CA-2016-165316,324.387,5,0.9,-102.3419
CA-2016-165330,1937.924,43,1.2,272.3826
CA-2016-165470,5.08,1,0.2,1.651
CA-2016-165484,70.972,10,0.8,5.6982
CA-2016-165561,25.35,3,0,7.605
CA-2016-165673,15.232,4,0.2,5.5216
CA-2016-165820,12.96,2,0,6.2208
CA-2016-165827,50.496,6,0.2,8.2056
CA-2016-165848,1562.694,11,0.2,397.3915
CA-2016-165918,143.24,10,0.4,61.9622
CA-2016-165995,387,9,0.2,58.4886
CA-2016-166163,75.126,4,0.2,8.7096
CA-2016-166226,129.032,2,0.2,24.436
CA-2016-166240,8.712,2,0.8,-19.602
CA-2016-166275,199.99,1,0,85.9957
CA-2016-166282,158.256,11,0.4,48.356
CA-2016-166373,106.08,6,0.2,-9.282
CA-2016-166380,138.53,11,0,39.6192
CA-2016-166429,999.98,2,0,449.991
CA-2016-166443,38.29,7,0,16.4647
CA-2016-166485,16.496,2,0.2,5.5674
CA-2016-166618,37.63,3,0,10.0634
CA-2016-166625,25.06,2,0,11.7782
CA-2016-166653,63.968,2,0.2,19.99
CA-2016-166674,560.78,22,0,116.3488
CA-2016-166772,163.88,2,0,40.97
CA-2016-166912,81.98,2,0,40.1702
CA-2016-167115,588.784,2,0.2,183.995
CA-2016-167241,533.09,13,0.2,75.0936
CA-2016-167290,11.68,2,0,3.504
CA-2016-167416,54.9,5,0,26.901
CA-2016-167507,65.944,15,1.1,-17.1064
CA-2016-167556,498.608,22,0.4,155.2339
CA-2016-167584,6.48,1,0,3.1104
CA-2016-167605,30.344,2,0.6,-31.8612
CA-2016-167682,331.08,8,0,146.828
CA-2016-167759,134.85,3,0,37.758
CA-2016-167983,33.44,10,0.2,11.704
CA-2016-168032,627.828,6,1.3,-541.1244
CA-2016-168046,831.502,16,0.6,-76.4367
CA-2016-168081,258.696,3,0.2,64.674
CA-2016-168354,2545.12,19,0,757.561
CA-2016-168361,0.836,1,0.8,-1.3376
CA-2016-168536,66.3,3,0,8.619
CA-2016-168543,706.86,7,0,197.9208
CA-2016-168557,8.928,2,0.2,3.1248
CA-2016-168753,1002.7,10,0,285.761
CA-2016-168774,535.41,3,0,160.623
CA-2016-168830,479.97,3,0,163.1898
CA-2016-168844,186.852,9,0.2,90.3774
CA-2016-168893,903.77,16,0,183.6164
CA-2016-168921,19.296,3,0.2,6.03
CA-2016-168956,167.182,14,1.5,-224.6094
CA-2016-169026,23.34,3,0,0.2334
CA-2016-169103,1466.32,8,0.4,81.409
CA-2016-169166,93.98,2,0,13.1572
CA-2016-169194,66.8,5,0,11.054
CA-2016-169215,29.61,9,0,13.3245
CA-2016-169334,111.672,9,0.2,6.9795
CA-2016-169663,26.85,3,0,5.1015
CA-2016-169670,2563.056,8,0.1,313.2624
CA-2016-169824,107.07,16,0,34.6771
CA-2016-169838,1745.91,18,0,400.1121
CA-2016-169887,116.96,7,0,36.0402
CA-2016-169922,22.16,15,2.2,-24.8936
CA-2016-169943,821.224,26,0.2,112.773
CA-2016-169957,366.78,15,0,101.9774
CA-2016-169971,66.288,4,0.4,8.0442
CA-2017-100013,29.69,5,0,12.2162
CA-2017-100055,152.59,5,0,46.1733
CA-2017-100097,1115.25,10,0,302.4705
CA-2017-100111,7359.918,52,0.6,1571.7964
CA-2017-100160,49.688,11,0.6,16.9641
CA-2017-100202,302.376,3,0.2,22.6782
CA-2017-100223,396.394,28,2.6,-359.7987
CA-2017-100230,149.872,6,0.2,42.3643
CA-2017-100237,11.68,2,0,4.2048
CA-2017-100314,372.446,9,0.8,56.8968
CA-2017-100335,73.008,9,0.2,26.4654
CA-2017-100356,23.992,2,0.8,-62.3792
CA-2017-100384,421.42,17,0,123.6446
CA-2017-100412,141.96,2,0,35.49
CA-2017-100426,12.48,2,0,5.616
CA-2017-100433,25.92,4,0,12.4416
CA-2017-100524,782.4,13,0,220.2306
CA-2017-100580,36.024,3,0.2,11.7078
CA-2017-100601,48.86,7,0,0.9772
CA-2017-100615,347.378,10,1.1,-20.7596
CA-2017-100622,1030.742,8,1.3,316.938
CA-2017-100636,272.94,3,0,0
CA-2017-100650,1295.78,2,0,310.9872
CA-2017-100748,58.48,8,0,27.4856
CA-2017-100783,30.384,1,0.2,3.798
CA-2017-100811,47.744,6,0.4,6.5696
CA-2017-100825,99.87,3,0,23.9688
CA-2017-100902,699.4,12,0.4,201.674
CA-2017-100951,720.76,5,0.2,54.057
CA-2017-101014,148.02,3,0,41.4456
CA-2017-101042,843.84,8,0,224.4492
CA-2017-101049,59.176,11,0.9,-31.916
CA-2017-101077,6.848,2,0.2,2.14
CA-2017-101182,56.136,5,0.2,21.3324
CA-2017-101210,13.152,3,0.4,2.7724
CA-2017-101245,410.71,13,0,174.7561
CA-2017-101273,14.336,4,0.2,0.896
CA-2017-101308,93.724,5,0.2,-16.0238
CA-2017-101322,340.704,6,0.2,-34.0704
CA-2017-101434,249.79,5,0,76.8028
CA-2017-101483,61.216,10,0.6,8.2912
CA-2017-101574,9.24,3,0,4.4352
CA-2017-101581,177.225,5,0.5,-120.513
CA-2017-101637,12.768,2,0.2,0.9576
CA-2017-101665,5.16,2,0,1.3416
CA-2017-101700,30.352,5,0.4,10.3614
CA-2017-101728,2.296,2,0.8,-3.9032
CA-2017-101749,171.288,3,0.2,-6.4233
CA-2017-101798,63.34,6,0.2,21.4772
CA-2017-101805,627.84,21,0.2,41.8846
CA-2017-101945,10.824,3,0.2,2.5707
CA-2017-101959,17.62,3,0,8.2242
CA-2017-102099,51.99,10,0,23.5629
CA-2017-102155,373.94,4,0,99.9364
CA-2017-102197,364.272,11,0.2,171.444
CA-2017-102204,3740.51,11,0.85,-457.7308
CA-2017-102218,11.696,2,0.2,3.9474
CA-2017-102267,2.368,2,0.2,0.8288
CA-2017-102309,212.91,7,0,70.2048
CA-2017-102337,683.022,13,0.7,-120.4686
CA-2017-102379,1378.948,15,0.4,80.4412
CA-2017-102407,1096.488,12,0.2,93.2382
CA-2017-102414,49.896,6,1.1,5.0589
CA-2017-102519,190.67,10,0,75.3001
CA-2017-102554,3.76,2,0,1.0904
CA-2017-102610,248.396,16,1.3,-18.0329
CA-2017-102659,54.9,5,0,26.901
CA-2017-102729,55.616,2,0.2,5.5616
CA-2017-102736,177.08,12,0.6,11.5196
CA-2017-102750,1322.352,3,0.2,-99.1764
CA-2017-102771,84.95,5,0,22.087
CA-2017-102820,419.944,7,0.2,52.493
CA-2017-102834,199.98,2,0,69.993
CA-2017-102925,796.036,22,0.9,118.909
CA-2017-102946,75.792,3,0.2,25.5798
CA-2017-102967,67.4,5,0,17.524
CA-2017-102974,190.01,10,0,42.4073
CA-2017-103009,26.4,5,0,11.88
CA-2017-103065,59.824,9,0.8,8.8804
CA-2017-103156,24.048,9,0.2,7.2144
CA-2017-103212,1541.51,11,0,363.6841
CA-2017-103352,114.414,9,0.2,38.2827
CA-2017-103380,739.736,10,0.2,71.974
CA-2017-103415,13.592,2,0.6,-14.2716
CA-2017-103443,315.896,7,0.2,77.4146
CA-2017-103478,97.056,11,1.6,-169.4184
CA-2017-103499,209.568,2,0.2,-23.5764
CA-2017-103506,41.4,4,0,19.872
CA-2017-103520,9.248,2,0.2,3.3524
CA-2017-103611,8.36,2,0,3.0096
CA-2017-103765,13.762,1,0.8,-24.7716
CA-2017-103877,1577.94,3,0,757.4112
CA-2017-103968,629.64,9,0,107.0388
CA-2017-104003,307.666,2,0.15,-14.4784
CA-2017-104010,54.9,5,0,15.372
CA-2017-104024,9.408,7,0.2,0.7056
CA-2017-104066,205.03,7,0,67.6599
CA-2017-104080,174.56,7,0.2,65.0736
CA-2017-104108,12.16,5,0.2,2.128
CA-2017-104136,230.69,11,0,111.1411
CA-2017-104220,340.22,20,0,105.9391
CA-2017-104318,20.768,2,0.2,2.3364
CA-2017-104381,33.376,4,0.2,10.43
CA-2017-104388,79.96,4,0,22.3888
CA-2017-104577,87.6,5,0,42.048
CA-2017-104619,412.996,8,0.4,104.9548
CA-2017-104640,1362.056,5,0.2,439.2271
CA-2017-104647,37.44,6,0,16.848
CA-2017-104731,951.98,29,0,195.5652
CA-2017-104745,79.344,8,0.4,14.0706
CA-2017-104801,914.12,8,0,367.2789
CA-2017-104822,24.55,5,0,12.0295
CA-2017-104850,291.136,4,0.2,-25.4744
CA-2017-104864,552.856,29,1.5,34.8962
CA-2017-104885,627.48,18,0,177.7068
CA-2017-104906,17.94,3,0,8.7906
CA-2017-104913,74.95,5,0,36.7255
CA-2017-104927,108.13,15,1.2,25.8185
CA-2017-105053,17.472,3,0.2,6.3336
CA-2017-105074,21.744,3,0.2,6.795
CA-2017-105130,52.496,6,0.2,17.942
CA-2017-105144,23.68,2,0.2,8.88
CA-2017-105193,11.05,5,0,2.9835
CA-2017-105214,1231.5,9,0.2,99.6858
CA-2017-105235,334.52,10,0,93.0864
CA-2017-105326,25.92,4,0,12.4416
CA-2017-105333,899.11,10,0,170.879
CA-2017-105410,976.828,18,0.4,-27.878
CA-2017-105445,9.432,3,0.2,3.0654
CA-2017-105480,13.464,2,0.2,5.4675
CA-2017-105487,419.832,9,0.2,133.6767
CA-2017-105543,33.29,1,0,7.9896
CA-2017-105620,21,3,0.2,5.775
CA-2017-105669,1749.902,19,1.5,4.2234
CA-2017-105809,238.198,3,0.2,26.2331
CA-2017-105823,487.96,2,0,146.388
CA-2017-105851,1332.496,2,0.2,-299.8116
CA-2017-105886,18.96,2,0,8.532
CA-2017-105914,1687.26,12,0.2,246.8132
CA-2017-105921,418.296,3,0.2,5.2287
CA-2017-105991,120.783,20,1.6,-152.8739
CA-2017-106033,87.92,4,0,26.376
CA-2017-106047,3.816,1,0.2,1.1925
CA-2017-106068,337.818,9,1.4,-74.3062
CA-2017-106103,132.52,4,0,54.3332
CA-2017-106180,163.38,9,0,76.4616
CA-2017-106355,11.12,4,0,2.8912
CA-2017-106432,330.4712,5,1.12,-95.281
CA-2017-106537,20.736,4,0.2,7.2576
CA-2017-106691,1.248,2,0.8,-1.9344
CA-2017-106747,102.3,1,0,26.598
CA-2017-106782,375.34,1,0,18.767
CA-2017-106824,5.94,3,0,0.1188
CA-2017-106831,189.918,12,1.3,-26.9162
CA-2017-106852,36.352,8,0.4,11.4768
CA-2017-106859,780.086,34,0.2,322.9391
CA-2017-106943,8.64,2,0.2,3.024
CA-2017-106964,11.808,2,0.2,4.2804
CA-2017-107125,136.328,10,0.2,47.1496
CA-2017-107132,913.168,14,0.2,291.0276
CA-2017-107167,1347.52,8,0.2,84.22
CA-2017-107174,2595.388,12,0.2,326.268
CA-2017-107209,194.848,4,0.2,12.178
CA-2017-107244,19.76,4,0,8.2992
CA-2017-107265,106.32,3,0,49.9704
CA-2017-107293,2.78,1,0,0.7228
CA-2017-107314,25.83,3,0,9.5571
CA-2017-107321,696.08,7,0.4,79.7268
CA-2017-107342,28.16,4,0,13.2352
CA-2017-107461,23.88,6,0,11.2236
CA-2017-107503,48.896,4,0.2,8.5568
CA-2017-107517,2011.9,10,0.2,501.156
CA-2017-107552,6.68,1,0,3.2064
CA-2017-107629,457.176,18,1.6,-299.6526
CA-2017-107713,174.3,3,0,81.921
CA-2017-107720,46.26,3,0,12.0276
CA-2017-107727,29.472,3,0.2,9.9468
CA-2017-107748,108.8,6,0.2,40.9628
CA-2017-107797,41.472,8,0.2,14.5152
CA-2017-107825,143.48,11,0,41.7572
CA-2017-107832,7.476,1,0.7,-5.9808
CA-2017-107853,12.96,2,0,6.2208
CA-2017-107874,27.42,1,0,11.2422
CA-2017-107909,42.91,6,0.2,14.8186
CA-2017-107958,169.192,9,1,51.3259
CA-2017-107986,31.44,3,0,8.4888
CA-2017-108000,9.78,1,0,4.89
CA-2017-108035,491.888,7,0.4,67.831
CA-2017-108070,308.753,5,0.15,-3.9898
CA-2017-108091,23.36,4,0,6.0736
CA-2017-108112,559.2,8,0.4,55.016
CA-2017-108287,12.672,9,0.2,1.4256
CA-2017-108294,34.5,3,0,15.525
CA-2017-108322,26.056,11,0.4,6.9585
CA-2017-108329,444.768,4,0.2,44.4768
CA-2017-108441,954.548,14,0.3,173.3126
CA-2017-108539,745.28,9,0.4,217.327
CA-2017-108553,244.65,9,0,72.1756
CA-2017-108560,1058.108,14,0.2,502.9244
CA-2017-108574,1324.574,26,0.4,198.8694
CA-2017-108749,91.14,10,0,44.6628
CA-2017-108756,31.8,3,0,13.674
CA-2017-108791,558.81,9,0,140.0003
CA-2017-108854,243.584,9,0.4,93.8998
CA-2017-108910,103.056,3,0.2,24.4758
CA-2017-108931,20.12,4,0,9.5164
CA-2017-109085,1448.853,18,2,-127.2337
CA-2017-109099,40.99,1,0,20.0851
CA-2017-109183,649,2,0.5,-272.58
CA-2017-109211,16.98,1,0,8.49
CA-2017-109393,435.999,3,0.15,5.1294
CA-2017-109589,71,4,0,27.69
CA-2017-109701,178.89,19,0.4,58.3446
CA-2017-109715,15.984,2,0.2,4.995
CA-2017-109750,29.97,3,0,14.0859
CA-2017-109757,49.704,15,1.8,-19.1424
CA-2017-109778,2.912,2,0.2,0.91
CA-2017-109946,16.52,5,0.2,2.065
CA-2017-109960,188.24,18,0,76.977
CA-2017-110198,318.96,5,0.4,-14.22
CA-2017-110212,48.9,5,0,18.093
CA-2017-110310,68.967,13,1.1,17.2347
CA-2017-110373,34.24,5,0.4,4.2438
CA-2017-110380,6.57,3,0,1.7739
CA-2017-110429,11.673,3,0.7,-7.782
CA-2017-110443,1242.632,14,0.4,185.4324
CA-2017-110478,24.57,5,0,9.7178
CA-2017-110625,27.46,2,0,9.8856
CA-2017-110821,237.608,5,0.4,-38.5469
CA-2017-110842,151.93,9,0.2,51.6826
CA-2017-110884,117.51,9,0.2,51.2034
CA-2017-110905,808.92,30,0,125.3079
CA-2017-110926,25.06,7,0,12.53
CA-2017-110940,121.536,4,0.2,15.192
CA-2017-111178,19.56,5,0.2,1.7115
CA-2017-111220,257.508,11,1.2,-53.7226
CA-2017-111262,65.728,7,0.6,-0.5288
CA-2017-111269,503.872,11,0.4,109.7832
CA-2017-111332,891.53,24,0,216.5907
CA-2017-111374,4.956,4,0.7,-3.7996
CA-2017-111388,215.976,3,0.2,-2.6997
CA-2017-111556,1559.668,15,0.2,344.053
CA-2017-111577,307.776,7,0.2,111.5688
CA-2017-111591,425.056,20,0.2,24.317
CA-2017-111647,167.968,4,0.2,62.988
CA-2017-111689,1311.372,8,0.3,285.4993
CA-2017-111717,239.358,3,0.3,-47.8716
CA-2017-111738,2031.392,11,0.2,685.6176
CA-2017-111759,52.76,2,0,24.2696
CA-2017-111808,10.8,5,0,5.184
CA-2017-111815,280.96,3,0,90.0462
CA-2017-112004,199.491,7,0.9,-49.2546
CA-2017-112039,470.376,3,0.2,47.0376
CA-2017-112172,14.13,3,0,0.7065
CA-2017-112333,2633.51,9,0,632.4619
CA-2017-112431,441.72,14,0,132.3396
CA-2017-112473,50.136,3,0.2,-11.2806
CA-2017-112487,3.132,2,0.7,-2.61
CA-2017-112515,1782.104,21,0.6,247.5869
CA-2017-112529,749.892,10,0.5,-63.0732
CA-2017-112536,17.798,10,1.8,-13.2785
CA-2017-112725,142.344,11,0.2,-5.4738
CA-2017-112753,956.8035,15,0.15,94.6449
CA-2017-112774,34.504,1,0.2,6.0382
CA-2017-112809,228.188,12,1.8,-32.0998
CA-2017-112844,198.55,7,0,43.198
CA-2017-112865,36.048,3,0.2,-0.9012
CA-2017-112900,478.24,8,0,219.9904
CA-2017-112956,394.48,11,0,172.9592
CA-2017-112984,20.544,6,0.2,6.42
CA-2017-113075,40.68,3,0.2,-7.119
CA-2017-113208,60.84,3,0,23.1192
CA-2017-113278,358.7,24,0,111.1794
CA-2017-113355,536.858,8,0.5,6.6099
CA-2017-113418,1704.89,11,0,767.2005
CA-2017-113453,401.364,5,0.6,-81.4582
CA-2017-113460,272.97,3,0,43.6752
CA-2017-113474,325.86,2,0,149.8956
CA-2017-113481,740.214,13,1.9,-61.5156
CA-2017-113530,726.828,16,0.2,55.8998
CA-2017-113558,729.648,6,0.4,47.8878
CA-2017-113670,715.19,8,0.2,106.8035
CA-2017-113705,874.8,18,0,144.8492
CA-2017-113873,267.7912,7,0.52,-21.0854
CA-2017-113908,508.788,12,0.4,-57.0204
CA-2017-114055,819.28,12,0,372.8058
CA-2017-114216,12.192,3,0.2,4.1148
CA-2017-114258,492.768,4,0.2,55.4364
CA-2017-114370,49.616,2,0.2,4.9616
CA-2017-114412,15.552,3,0.2,5.4432
CA-2017-114440,19.05,3,0,8.763
CA-2017-114524,13.468,13,0.8,-22.8956
CA-2017-114552,15.072,3,0.2,4.1448
CA-2017-114636,192.16,5,0.2,67.256
CA-2017-114804,52.792,1,0.2,4.6193
CA-2017-115070,16.739,8,0.9,-1.2453
CA-2017-115105,240.784,1,0.2,30.098
CA-2017-115119,142.98,8,1.1,-78.4845
CA-2017-115154,892.98,2,0,80.3682
CA-2017-115175,244.55,5,0,114.9385
CA-2017-115322,43.92,3,0,12.7368
CA-2017-115364,83.76,12,0,1.6752
CA-2017-115427,34.624,4,0.4,10.9938
CA-2017-115448,88.92,5,0.2,14.4495
CA-2017-115546,562.55,5,0,140.8633
CA-2017-115602,2888.518,30,0.1,669.7832
CA-2017-115651,67.304,14,1,-143.1765
CA-2017-115777,19.44,3,0,9.3312
CA-2017-115805,36.792,1,0.2,4.1391
CA-2017-115882,1017.136,7,0.4,117.5134
CA-2017-115931,126.98,15,0.2,26.9093
CA-2017-115994,277.71,6,0,39.2283
CA-2017-116113,10.16,2,0,3.4544
CA-2017-116127,400.784,1,0.2,-5.0098
CA-2017-116204,21.336,7,0.2,7.7343
CA-2017-116225,390.75,5,0,171.93
CA-2017-116288,242.94,3,0,9.7176
CA-2017-116358,46.02,9,0,18.2874
CA-2017-116498,35.1,6,0,10.179
