customer_id,dim_segment_id,dim_city_id,dim_state_id,dim_region_id
SC-20095,SG01,C08,S08,R02
JB-16000,SG01,C181,S06,R03
AC-10450,SG01,C21,S16,R04
MO-17800,SG03,C11,S10,R04
RB-19645,SG02,C345,S38,R02
AI-10855,SG01,C270,S18,R01
DR-12880,SG02,C346,S22,R02
DM-12955,SG02,C292,S13,R03
JH-16180,SG01,C346,S22,R02
AB-10060,SG03,C11,S10,R04
BD-11605,SG01,C54,S29,R01
AS-10045,SG02,C46,S02,R02
ZD-21925,SG01,C347,S19,R01
KF-16285,SG03,C86,S02,R02
BP-11230,SG01,C22,S25,R04
CC-12430,SG03,C32,S12,R03
DB-13615,SG01,C05,S05,R02
TC-21475,SG03,C39,S33,R01
NZ-18565,SG03,C348,S46,R02
SW-20350,SG03,C67,S13,R03
TS-21370,SG02,C23,S11,R03
DM-13345,SG02,C47,S25,R04
RE-19450,SG01,C62,S06,R03
JD-16150,SG02,C47,S14,R04
BF-11215,SG03,C306,S28,R02
ML-17755,SG03,C168,S25,R04
YC-21895,SG02,C47,S14,R04
LR-16915,SG01,C02,S02,R02
BS-11755,SG01,C02,S02,R02
KM-16375,SG03,C62,S06,R03
BT-11530,SG03,C71,S02,R02
KB-16405,SG03,C340,S02,R02
DW-13480,SG03,C104,S01,R01
JC-15340,SG01,C21,S16,R04
TP-21415,SG01,C13,S06,R03
DB-12910,SG03,C01,S01,R01
BH-11710,SG01,C47,S14,R04
TD-20995,SG01,C349,S11,R03
CV-12805,SG02,C06,S06,R03
CS-12355,SG01,C21,S16,R04
JG-15310,SG02,C206,S35,R04
JP-16135,SG03,C39,S25,R04
EC-14050,SG01,C21,S16,R04
KH-16630,SG02,C13,S06,R03
FG-14260,SG03,C35,S11,R03
AA-10480,SG01,C25,S26,R03
MS-17770,SG01,C05,S05,R02
JE-15610,SG02,C122,S03,R01
EB-14110,SG01,C11,S10,R04
BP-11155,SG01,C21,S16,R04
CC-12100,SG03,C02,S02,R02
JP-15460,SG02,C148,S16,R04
LS-16975,SG03,C62,S06,R03
JL-15850,SG01,C21,S16,R04
CY-12745,SG02,C53,S06,R03
RB-19360,SG01,C75,S25,R04
AR-10825,SG02,C90,S06,R03
CS-11845,SG02,C05,S05,R02
AR-10825,SG02,C02,S02,R02
RD-19810,SG03,C21,S16,R04
KH-16510,SG01,C05,S05,R02
NF-18385,SG01,C47,S25,R04
SM-20950,SG02,C350,S12,R03
GH-14410,SG03,C221,S17,R02
EM-13810,SG02,C21,S16,R04
DB-13210,SG01,C109,S04,R01
PT-19090,SG01,C13,S06,R03
HF-14995,SG01,C09,S02,R02
KW-16435,SG01,C191,S13,R03
KC-16675,SG02,C316,S03,R01
PK-19075,SG01,C30,S21,R01
KT-16465,SG01,C23,S11,R03
EP-13915,SG01,C67,S13,R03
AP-10915,SG01,C300,S23,R02
SH-20395,SG01,C21,S16,R04
SM-20950,SG02,C21,S16,R04
BM-11650,SG02,C30,S40,R04
TC-20980,SG02,C13,S06,R03
KB-16585,SG02,C91,S32,R04
JE-16165,SG02,C351,S02,R02
DR-12940,SG03,C23,S11,R03
RW-19630,SG02,C21,S16,R04
ML-18040,SG02,C352,S06,R03
JL-15130,SG01,C13,S06,R03
CM-12655,SG03,C26,S36,R01
FH-14365,SG02,C21,S16,R04
EH-13945,SG01,C229,S17,R02
TB-21280,SG01,C109,S04,R01
AH-10030,SG02,C11,S10,R04
TT-21070,SG01,C60,S25,R04
RD-19900,SG01,C71,S02,R02
LA-16780,SG02,C202,S02,R02
SH-19975,SG02,C353,S06,R03
SF-20200,SG01,C103,S15,R03
TH-21235,SG02,C11,S10,R04
VG-21790,SG01,C354,S02,R02
NP-18325,SG01,C183,S02,R02
FH-14275,SG02,C21,S16,R04
JP-15460,SG02,C81,S31,R04
ES-14080,SG02,C229,S17,R02
KL-16645,SG01,C21,S16,R04
ND-18370,SG01,C13,S06,R03
JL-15130,SG01,C170,S02,R02
RC-19825,SG01,C55,S30,R04
CC-12475,SG01,C21,S16,R04
DW-13195,SG02,C13,S06,R03
CK-12760,SG02,C82,S18,R01
EG-13900,SG01,C23,S11,R03
SJ-20215,SG01,C56,S06,R03
BP-11185,SG02,C05,S05,R02
SJ-20125,SG03,C05,S05,R02
MC-17590,SG02,C355,S13,R03
BG-11740,SG01,C11,S10,R04
MA-17560,SG03,C23,S11,R03
CC-12220,SG01,C05,S05,R02
RA-19885,SG02,C109,S03,R01
DK-12835,SG02,C48,S19,R01
LB-16795,SG03,C337,S11,R03
CM-11815,SG02,C46,S06,R03
TS-21205,SG02,C09,S02,R02
RF-19345,SG02,C101,S03,R01
JF-15565,SG01,C11,S10,R04
EH-14185,SG01,C28,S20,R01
VW-21775,SG02,C299,S45,R03
KN-16450,SG02,C356,S02,R02
SJ-20215,SG01,C02,S02,R02
PS-19045,SG03,C02,S02,R02
KM-16225,SG02,C357,S42,R03
GM-14695,SG02,C167,S18,R01
KT-16465,SG01,C254,S04,R01
MH-17785,SG02,C21,S16,R04
AF-10885,SG01,C55,S25,R04
JP-16135,SG03,C255,S27,R03
RD-19585,SG01,C358,S02,R02
JF-15295,SG01,C342,S13,R03
CK-12595,SG01,C71,S02,R02
KH-16510,SG01,C62,S06,R03
CM-12655,SG03,C21,S16,R04
EB-13870,SG01,C43,S17,R02
MW-18235,SG02,C09,S02,R02
CS-11950,SG01,C11,S10,R04
SP-20620,SG02,C129,S06,R03
GT-14635,SG02,C21,S16,R04
LW-17215,SG01,C21,S16,R04
AH-10030,SG02,C201,S36,R01
TH-21100,SG01,C71,S02,R02
HG-15025,SG01,C148,S16,R04
EB-13750,SG02,C172,S06,R03
SC-20725,SG01,C57,S02,R02
TS-21505,SG01,C30,S19,R01
KD-16270,SG01,C13,S06,R03
GM-14455,SG03,C23,S11,R03
PR-18880,SG01,C183,S02,R02
TB-21055,SG01,C95,S32,R04
ON-18715,SG02,C359,S02,R02
AH-10195,SG02,C23,S11,R03
NM-18520,SG01,C05,S05,R02
AR-10510,SG01,C21,S16,R04
BM-11650,SG02,C71,S02,R02
CA-12310,SG02,C40,S30,R04
NF-18595,SG03,C23,S11,R03
AF-10870,SG01,C23,S11,R03
TC-21535,SG03,C21,S16,R04
Dp-13240,SG03,C360,S32,R04
MC-17425,SG02,C13,S06,R03
LC-17050,SG01,C134,S02,R02
BM-11650,SG02,C62,S06,R03
NW-18400,SG01,C99,S34,R02
TB-21280,SG01,C111,S27,R03
BS-11755,SG01,C09,S02,R02
SO-20335,SG01,C338,S16,R04
CS-12490,SG02,C361,S06,R03
PO-19180,SG03,C13,S06,R03
TD-20995,SG01,C11,S10,R04
SP-20620,SG02,C68,S03,R01
MS-17365,SG01,C21,S16,R04
Dp-13240,SG03,C36,S04,R01
DB-13660,SG01,C62,S06,R03
MG-17650,SG03,C05,S05,R02
EH-14185,SG01,C46,S06,R03
CL-11890,SG01,C11,S10,R04
KF-16285,SG03,C246,S15,R03
DH-13075,SG02,C103,S01,R01
LA-16780,SG02,C362,S11,R03
HZ-14950,SG01,C13,S06,R03
CM-12190,SG01,C02,S02,R02
LB-16795,SG03,C39,S25,R04
JF-15490,SG01,C39,S25,R04
GM-14695,SG02,C09,S02,R02
SS-20590,SG01,C07,S07,R03
TC-21475,SG03,C35,S23,R02
CC-12430,SG03,C21,S16,R04
CL-12565,SG01,C02,S02,R02
DE-13255,SG03,C363,S24,R03
SZ-20035,SG03,C153,S25,R04
LF-17185,SG01,C76,S02,R02
AB-10165,SG01,C235,S05,R02
NM-18520,SG01,C23,S11,R03
RA-19945,SG01,C62,S06,R03
PO-19195,SG03,C09,S02,R02
KA-16525,SG01,C21,S16,R04
JD-16150,SG02,C21,S16,R04
JO-15145,SG02,C11,S10,R04
LE-16810,SG01,C47,S14,R04
AH-10690,SG02,C21,S16,R04
KN-16705,SG03,C110,S20,R01
TB-21250,SG01,C02,S02,R02
DP-13390,SG03,C09,S02,R02
KN-16705,SG03,C254,S04,R01
ST-20530,SG01,C204,S33,R01
EB-13870,SG01,C317,S19,R01
AH-10210,SG01,C317,S19,R01
AS-10090,SG01,C11,S10,R04
EM-13825,SG02,C62,S06,R03
KA-16525,SG01,C276,S31,R04
HJ-14875,SG03,C109,S03,R01
ND-18370,SG01,C109,S03,R01
EH-13765,SG02,C360,S32,R04
MH-17455,SG01,C109,S04,R01
CL-11890,SG01,C09,S02,R02
SF-20965,SG02,C39,S25,R04
EP-13915,SG01,C364,S13,R03
RW-19630,SG02,C357,S42,R03
SJ-20500,SG01,C365,S28,R02
SP-20620,SG02,C09,S02,R02
PJ-19015,SG01,C217,S20,R01
CC-12610,SG02,C25,S18,R01
MY-18295,SG02,C47,S14,R04
DB-13210,SG01,C366,S04,R01
MG-17875,SG03,C03,S03,R01
RH-19600,SG01,C367,S11,R03
KB-16240,SG02,C368,S12,R03
CA-12055,SG03,C02,S02,R02
JK-15730,SG01,C217,S20,R01
RD-19930,SG01,C90,S06,R03
JK-16120,SG03,C21,S16,R04
SC-20020,SG01,C244,S06,R03
HW-14935,SG02,C23,S11,R03
SC-20800,SG01,C26,S36,R01
HA-14920,SG01,C116,S04,R01
MG-17875,SG03,C35,S11,R03
DM-12955,SG02,C302,S02,R02
DM-13345,SG02,C97,S24,R03
ML-17395,SG02,C71,S02,R02
GA-14515,SG01,C62,S06,R03
SU-20665,SG03,C26,S36,R01
BD-11320,SG01,C71,S02,R02
DB-13405,SG01,C334,S03,R01
RP-19855,SG02,C241,S15,R03
EH-13765,SG02,C21,S16,R04
JL-15835,SG01,C02,S02,R02
FM-14380,SG01,C21,S16,R04
SB-20290,SG02,C01,S01,R01
SV-20365,SG01,C39,S25,R04
MM-17920,SG01,C285,S06,R03
RD-19810,SG03,C103,S01,R01
ME-17320,SG03,C23,S11,R03
FH-14275,SG02,C11,S10,R04
PO-18865,SG01,C02,S02,R02
CC-12550,SG01,C02,S02,R02
TS-21505,SG01,C09,S02,R02
MD-17350,SG01,C60,S25,R04
GT-14755,SG01,C02,S02,R02
RD-19660,SG03,C45,S26,R03
DB-12910,SG03,C62,S06,R03
JK-15640,SG03,C05,S05,R02
FC-14335,SG02,C280,S06,R03
JW-15955,SG01,C86,S16,R04
DC-12850,SG01,C369,S03,R01
FM-14290,SG03,C330,S02,R02
MT-17815,SG01,C26,S36,R01
DK-13090,SG01,C10,S09,R03
KD-16495,SG02,C26,S13,R03
AG-10300,SG02,C09,S02,R02
MH-18115,SG03,C153,S25,R04
AC-10450,SG01,C241,S29,R01
FM-14290,SG03,C103,S01,R01
RA-19285,SG01,C13,S06,R03
JG-15160,SG01,C21,S16,R04
NZ-18565,SG03,C168,S25,R04
KM-16225,SG02,C11,S10,R04
LC-17140,SG01,C11,S10,R04
NP-18700,SG01,C61,S23,R02
RB-19330,SG01,C11,S10,R04
TH-21550,SG03,C30,S40,R04
CK-12595,SG01,C21,S16,R04
ST-20530,SG01,C21,S16,R04
GB-14530,SG02,C47,S25,R04
NC-18535,SG02,C62,S06,R03
AB-10255,SG03,C11,S10,R04
SC-20770,SG02,C53,S06,R03
JC-15340,SG01,C11,S10,R04
RA-19285,SG01,C02,S02,R02
SH-19975,SG02,C215,S19,R01
JC-15775,SG01,C204,S33,R01
BC-11125,SG03,C09,S02,R02
CC-12610,SG02,C39,S25,R04
DB-12970,SG02,C02,S02,R02
PP-18955,SG03,C25,S25,R04
MC-17845,SG01,C02,S02,R02
VF-21715,SG03,C02,S02,R02
MC-17275,SG01,C27,S19,R01
DB-13210,SG01,C67,S13,R03
AJ-10945,SG01,C105,S15,R03
CP-12340,SG02,C109,S03,R01
DB-13555,SG02,C66,S25,R04
EB-13750,SG02,C370,S03,R01
JP-15460,SG02,C221,S17,R02
SC-20050,SG03,C26,S13,R03
FM-14290,SG03,C95,S32,R04
TB-21250,SG01,C128,S22,R02
EH-14125,SG03,C22,S25,R04
ML-17410,SG01,C11,S10,R04
MH-17620,SG02,C71,S02,R02
BT-11680,SG01,C184,S40,R04
JC-15340,SG01,C170,S02,R02
DB-13210,SG01,C371,S03,R01
DO-13435,SG01,C124,S17,R02
FA-14230,SG02,C61,S23,R02
QJ-19255,SG02,C25,S18,R01
TC-21475,SG03,C05,S05,R02
ON-18715,SG02,C229,S17,R02
AD-10180,SG03,C182,S16,R04
AC-10615,SG02,C31,S16,R04
MF-17665,SG02,C168,S25,R04
DH-13075,SG02,C28,S20,R01
EN-13780,SG01,C62,S06,R03
SS-20140,SG02,C280,S06,R03
RS-19765,SG02,C02,S02,R02
JW-15955,SG01,C05,S05,R02
JK-15625,SG01,C176,S05,R02
JO-15550,SG03,C156,S09,R03
TP-21130,SG01,C39,S33,R01
BS-11590,SG02,C39,S15,R03
AB-10255,SG03,C26,S36,R01
FO-14305,SG01,C13,S06,R03
MF-17665,SG02,C43,S17,R02
SH-19975,SG02,C61,S23,R02
JL-15235,SG01,C47,S14,R04
KH-16630,SG02,C184,S40,R04
RM-19750,SG01,C21,S16,R04
VM-21835,SG01,C47,S14,R04
LH-17155,SG01,C26,S13,R03
WB-21850,SG01,C21,S16,R04
AP-10915,SG01,C372,S21,R01
RA-19915,SG01,C39,S33,R01
DR-12880,SG02,C76,S02,R02
JG-15310,SG02,C373,S06,R03
LC-16870,SG01,C47,S25,R04
CK-12205,SG01,C232,S32,R04
TS-21160,SG02,C374,S07,R03
MH-18025,SG01,C23,S11,R03
DM-12955,SG02,C13,S06,R03
JJ-15760,SG03,C13,S06,R03
KB-16585,SG02,C147,S03,R01
CM-12160,SG01,C09,S02,R02
FM-14215,SG02,C11,S10,R04
RF-19735,SG01,C30,S21,R01
JK-15370,SG01,C101,S03,R01
JB-16045,SG03,C375,S02,R02
PN-18775,SG03,C101,S03,R01
RH-19510,SG03,C376,S42,R03
MC-17575,SG01,C11,S10,R04
MN-17935,SG01,C27,S19,R01
EH-14125,SG03,C03,S03,R01
TC-21535,SG03,C39,S25,R04
JD-15895,SG02,C02,S02,R02
IL-15100,SG01,C13,S06,R03
SW-20350,SG03,C156,S09,R03
DP-13390,SG03,C02,S02,R02
BT-11395,SG02,C377,S10,R04
JE-15475,SG01,C21,S16,R04
EJ-13720,SG01,C71,S02,R02
BE-11410,SG01,C101,S03,R01
KL-16555,SG02,C248,S04,R01
NC-18415,SG01,C109,S04,R01
AH-10690,SG02,C370,S03,R01
PK-19075,SG01,C159,S07,R03
NG-18430,SG01,C95,S11,R03
ZD-21925,SG01,C109,S03,R01
NW-18400,SG01,C217,S20,R01
HG-14845,SG01,C21,S16,R04
CC-12685,SG01,C21,S16,R04
JG-15805,SG02,C62,S06,R03
RW-19540,SG02,C67,S13,R03
LS-17230,SG01,C19,S14,R04
MY-18295,SG02,C39,S25,R04
JM-15655,SG02,C221,S17,R02
KM-16720,SG01,C227,S34,R02
KE-16420,SG02,C40,S19,R01
TS-21370,SG02,C02,S02,R02
SZ-20035,SG03,C106,S13,R03
JE-15745,SG01,C116,S37,R01
MS-17980,SG02,C25,S26,R03
DH-13675,SG03,C95,S32,R04
GT-14755,SG01,C180,S11,R03
GH-14410,SG03,C09,S02,R02
DM-13015,SG01,C53,S06,R03
TC-21295,SG01,C378,S23,R02
JK-16120,SG03,C23,S11,R03
NC-18415,SG01,C182,S16,R04
AJ-10960,SG01,C71,S02,R02
LC-16885,SG01,C379,S11,R03
GW-14605,SG01,C09,S02,R02
SC-20305,SG01,C105,S15,R03
JF-15355,SG01,C71,S02,R02
DM-13015,SG01,C272,S19,R01
EP-13915,SG01,C68,S03,R01
JG-15805,SG02,C28,S11,R03
PF-19120,SG01,C24,S17,R02
DW-13195,SG02,C290,S19,R01
CK-12595,SG01,C23,S11,R03
CC-12670,SG01,C42,S15,R03
SV-20785,SG01,C186,S33,R01
MS-17770,SG01,C13,S06,R03
TC-21475,SG03,C349,S11,R03
SJ-20125,SG03,C380,S37,R01
DS-13180,SG02,C53,S06,R03
SC-20800,SG01,C381,S06,R03
SH-20395,SG01,C168,S25,R04
SF-20965,SG02,C382,S06,R03
MG-17680,SG03,C11,S10,R04
CS-12400,SG03,C02,S02,R02
VT-21700,SG03,C11,S10,R04
AB-10105,SG01,C353,S06,R03
MM-18280,SG02,C21,S16,R04
ML-17410,SG01,C43,S17,R02
KD-16495,SG02,C270,S18,R01
RF-19735,SG01,C23,S11,R03
SC-20305,SG01,C23,S11,R03
BN-11515,SG01,C05,S05,R02
JS-15880,SG01,C93,S06,R03
VG-21805,SG02,C11,S10,R04
AW-10840,SG01,C330,S02,R02
LS-17230,SG01,C56,S06,R03
MH-17455,SG01,C383,S15,R03
TS-21340,SG01,C21,S16,R04
EH-13945,SG01,C27,S19,R01
MG-17695,SG01,C199,S16,R04
DO-13435,SG01,C02,S02,R02
AF-10870,SG01,C189,S03,R01
SN-20710,SG03,C46,S06,R03
MO-17500,SG01,C211,S16,R04
ON-18715,SG02,C61,S23,R02
SC-20095,SG01,C95,S32,R04
MS-17710,SG01,C67,S13,R03
RB-19360,SG01,C317,S19,R01
NH-18610,SG02,C67,S13,R03
ED-13885,SG03,C02,S02,R02
PW-19240,SG01,C11,S10,R04
DM-13345,SG02,C154,S04,R01
DW-13540,SG01,C21,S16,R04
EH-14125,SG03,C78,S23,R02
KE-16420,SG02,C53,S06,R03
SP-20920,SG01,C02,S02,R02
PS-19045,SG03,C342,S13,R03
JM-15250,SG01,C21,S16,R04
EB-13930,SG01,C103,S18,R01
FG-14260,SG03,C05,S05,R02
TH-21235,SG02,C21,S16,R04
PL-18925,SG03,C05,S05,R02
CC-12370,SG01,C02,S02,R02
JM-15535,SG01,C81,S02,R02
KF-16285,SG03,C136,S31,R04
CS-12175,SG02,C30,S19,R01
AR-10540,SG01,C384,S35,R04
MS-17770,SG01,C153,S10,R04
DB-13120,SG02,C68,S03,R01
DK-12895,SG01,C250,S07,R03
MP-17965,SG02,C371,S03,R01
Dp-13240,SG03,C05,S05,R02
CC-12220,SG01,C53,S06,R03
KM-16660,SG01,C186,S33,R01
MK-17905,SG02,C104,S23,R02
SC-20725,SG01,C02,S02,R02
CC-12475,SG01,C11,S10,R04
BT-11305,SG03,C385,S07,R03
FH-14350,SG01,C119,S33,R01
AA-10645,SG01,C143,S10,R04
JO-15145,SG02,C09,S02,R02
SF-20965,SG02,C386,S06,R03
CS-12355,SG01,C241,S29,R01
SN-20710,SG03,C387,S05,R02
JM-15655,SG02,C161,S25,R04
FH-14350,SG01,C23,S11,R03
AJ-10795,SG02,C09,S02,R02
JF-15565,SG01,C09,S02,R02
CS-11845,SG02,C13,S06,R03
SP-20920,SG01,C23,S11,R03
KE-16420,SG02,C21,S16,R04
GA-14515,SG01,C21,S16,R04
SM-20950,SG02,C11,S10,R04
DK-12985,SG01,C23,S11,R03
LC-16885,SG01,C183,S02,R02
XP-21865,SG01,C23,S11,R03
BD-11770,SG01,C11,S10,R04
DL-13330,SG01,C04,S04,R01
KH-16630,SG02,C36,S04,R01
TP-21415,SG01,C62,S06,R03
NP-18685,SG03,C246,S15,R03
SC-20680,SG03,C388,S27,R03
DK-12895,SG01,C389,S03,R01
SM-20950,SG02,C156,S09,R03
LS-17245,SG01,C109,S04,R01
KE-16420,SG02,C242,S22,R02
MC-17635,SG02,C28,S11,R03
Dp-13240,SG03,C43,S17,R02
LC-16930,SG02,C302,S02,R02
LH-16900,SG01,C187,S37,R01
TB-21175,SG02,C21,S16,R04
JM-15865,SG01,C60,S25,R04
KW-16435,SG01,C160,S01,R01
SC-20095,SG01,C32,S12,R03
RB-19465,SG03,C10,S09,R03
JK-15370,SG01,C71,S02,R02
DD-13570,SG01,C13,S06,R03
MC-17275,SG01,C21,S16,R04
DL-13495,SG02,C67,S13,R03
NC-18625,SG02,C13,S06,R03
AC-10450,SG01,C05,S05,R02
TS-21340,SG01,C02,S02,R02
MM-17920,SG01,C11,S10,R04
LP-17080,SG01,C05,S05,R02
BG-11695,SG02,C233,S16,R04
MG-18145,SG01,C109,S03,R01
GZ-14470,SG01,C82,S18,R01
JL-15835,SG01,C36,S04,R01
DO-13435,SG01,C05,S05,R02
AB-10600,SG02,C23,S11,R03
KB-16315,SG01,C390,S03,R01
TT-21070,SG01,C270,S18,R01
PV-18985,SG03,C02,S02,R02
DD-13570,SG01,C167,S18,R01
KD-16495,SG02,C391,S06,R03
RA-19285,SG01,C11,S10,R04
SS-20590,SG01,C392,S42,R03
JH-15820,SG01,C298,S13,R03
EH-14125,SG03,C09,S02,R02
TP-21415,SG01,C211,S16,R04
RB-19330,SG01,C90,S06,R03
CB-12025,SG01,C11,S10,R04
MP-17965,SG02,C40,S19,R01
SW-20245,SG01,C11,S10,R04
SM-20950,SG02,C23,S11,R03
AP-10915,SG01,C39,S33,R01
AH-10465,SG01,C21,S16,R04
EP-13915,SG01,C19,S39,R04
TP-21565,SG02,C35,S23,R02
AR-10825,SG02,C86,S16,R04
HJ-14875,SG03,C124,S17,R02
JK-15370,SG01,C202,S02,R02
JF-15355,SG01,C30,S21,R01
EK-13795,SG03,C158,S02,R02
RS-19765,SG02,C30,S21,R01
BD-11320,SG01,C02,S02,R02
BF-11170,SG03,C09,S02,R02
JK-15730,SG01,C13,S06,R03
CR-12820,SG03,C21,S16,R04
AG-10300,SG02,C48,S32,R04
CM-12160,SG01,C249,S40,R04
SG-20890,SG02,C393,S06,R03
CS-12175,SG02,C394,S24,R03
HL-15040,SG01,C47,S14,R04
DM-13015,SG01,C13,S06,R03
HK-14890,SG02,C395,S46,R02
BG-11740,SG01,C71,S02,R02
RF-19735,SG01,C21,S16,R04
CJ-12010,SG01,C11,S10,R04
MA-17560,SG03,C21,S16,R04
AM-10705,SG01,C396,S35,R04
AH-10585,SG01,C23,S11,R03
PF-19120,SG01,C103,S01,R01
RD-19480,SG01,C314,S15,R03
JL-15505,SG01,C146,S16,R04
AB-10600,SG02,C02,S02,R02
NC-18535,SG02,C09,S02,R02
SJ-20215,SG01,C95,S11,R03
EB-13840,SG02,C23,S11,R03
WB-21850,SG01,C38,S24,R03
SR-20740,SG03,C05,S05,R02
VG-21805,SG02,C103,S15,R03
LS-16945,SG02,C62,S06,R03
MA-17560,SG03,C11,S10,R04
NF-18475,SG03,C180,S11,R03
MD-17860,SG02,C11,S10,R04
MZ-17335,SG03,C05,S05,R02
KB-16600,SG02,C355,S13,R03
MA-17995,SG03,C02,S02,R02
ME-17320,SG03,C25,S18,R01
LS-16975,SG03,C249,S40,R04
SJ-20500,SG01,C55,S30,R04
BS-11365,SG02,C21,S16,R04
RA-19285,SG01,C122,S03,R01
TS-21610,SG01,C211,S11,R03
KB-16585,SG02,C262,S22,R02
MM-18280,SG02,C05,S05,R02
LO-17170,SG02,C21,S16,R04
RS-19420,SG02,C55,S30,R04
CC-12475,SG01,C279,S12,R03
KT-16480,SG01,C39,S33,R01
DM-13015,SG01,C11,S10,R04
EP-13915,SG01,C13,S06,R03
AM-10705,SG01,C05,S05,R02
SH-20635,SG02,C26,S19,R01
LA-16780,SG02,C249,S40,R04
SF-20200,SG01,C209,S08,R02
AG-10495,SG02,C05,S05,R02
KN-16450,SG02,C62,S06,R03
NF-18595,SG03,C05,S05,R02
BS-11365,SG02,C81,S31,R04
RM-19675,SG03,C21,S16,R04
AB-10105,SG01,C246,S15,R03
CA-11965,SG02,C397,S06,R03
EH-14005,SG03,C317,S19,R01
ON-18715,SG02,C13,S06,R03
EB-13870,SG01,C11,S10,R04
DW-13195,SG02,C253,S22,R02
MB-17305,SG01,C398,S02,R02
TH-21235,SG02,C02,S02,R02
PO-18850,SG01,C316,S03,R01
DE-13255,SG03,C81,S25,R04
MO-17500,SG01,C399,S06,R03
AH-10585,SG01,C05,S05,R02
CS-12250,SG02,C02,S02,R02
WB-21850,SG01,C02,S02,R02
SP-20620,SG02,C86,S16,R04
DC-13285,SG01,C103,S18,R01
ST-20530,SG01,C306,S28,R02
KB-16315,SG01,C60,S25,R04
TB-21355,SG02,C136,S31,R04
JC-15775,SG01,C21,S16,R04
PO-18850,SG01,C147,S03,R01
SS-20875,SG01,C253,S05,R02
RD-19720,SG01,C400,S03,R01
GZ-14470,SG01,C401,S17,R02
SN-20710,SG03,C02,S02,R02
DK-12895,SG01,C48,S19,R01
VM-21835,SG01,C402,S15,R03
GB-14575,SG01,C82,S18,R01
ND-18370,SG01,C09,S02,R02
MM-17260,SG01,C107,S16,R04
MV-17485,SG01,C124,S17,R02
JL-15130,SG01,C153,S25,R04
AG-10330,SG01,C281,S02,R02
MD-17860,SG02,C154,S04,R01
RO-19780,SG01,C301,S19,R01
RR-19315,SG01,C35,S11,R03
CP-12340,SG02,C100,S35,R04
LL-16840,SG01,C241,S29,R01
NC-18340,SG01,C403,S47,R03
HA-14920,SG01,C23,S11,R03
MA-17995,SG03,C105,S15,R03
LH-16900,SG01,C404,S15,R03
SB-20290,SG02,C240,S25,R04
BT-11305,SG03,C405,S02,R02
PS-18970,SG03,C01,S01,R01
TB-21625,SG01,C09,S02,R02
RA-19915,SG01,C337,S11,R03
BP-11095,SG02,C09,S02,R02
CD-11920,SG01,C21,S16,R04
KB-16585,SG02,C62,S06,R03
SW-20245,SG01,C25,S25,R04
AH-10690,SG02,C71,S02,R02
JL-15835,SG01,C11,S10,R04
GZ-14470,SG01,C30,S40,R04
RC-19825,SG01,C78,S23,R02
CL-12565,SG01,C21,S16,R04
MW-18220,SG01,C11,S10,R04
BF-10975,SG02,C39,S15,R03
TB-21280,SG01,C21,S16,R04
JB-15400,SG02,C105,S32,R04
AH-10210,SG01,C09,S02,R02
KL-16645,SG01,C67,S13,R03
MH-17455,SG01,C58,S25,R04
EC-14050,SG01,C39,S25,R04
GH-14665,SG01,C23,S11,R03
SC-20095,SG01,C406,S03,R01
TB-21355,SG02,C407,S33,R01
DW-13195,SG02,C306,S28,R02
CL-12565,SG01,C252,S27,R03
LT-17110,SG01,C335,S31,R04
AP-10915,SG01,C01,S01,R01
CB-12415,SG01,C23,S11,R03
MT-17815,SG01,C397,S06,R03
DK-13375,SG01,C18,S13,R03
SR-20740,SG03,C42,S15,R03
AA-10645,SG01,C09,S02,R02
AS-10630,SG03,C09,S02,R02
MC-17575,SG01,C50,S02,R02
SE-20110,SG01,C61,S23,R02
DS-13030,SG03,C35,S23,R02
NS-18640,SG02,C395,S46,R02
DJ-13510,SG02,C11,S10,R04
MG-17680,SG03,C408,S25,R04
BD-11620,SG01,C409,S27,R03
XP-21865,SG01,C02,S02,R02
JM-15250,SG01,C02,S02,R02
JK-15730,SG01,C39,S25,R04
CC-12670,SG01,C02,S02,R02
GW-14605,SG01,C11,S10,R04
GR-14560,SG02,C09,S02,R02
FM-14215,SG02,C330,S02,R02
VS-21820,SG01,C02,S02,R02
KM-16225,SG02,C25,S26,R03
LP-17095,SG01,C43,S17,R02
BG-11740,SG01,C13,S06,R03
BW-11200,SG01,C410,S18,R01
PS-18970,SG03,C252,S27,R03
RB-19570,SG01,C05,S05,R02
JW-16075,SG01,C09,S02,R02
ND-18460,SG02,C109,S03,R01
LC-16930,SG02,C103,S15,R03
BP-11095,SG02,C104,S23,R02
RD-19720,SG01,C21,S16,R04
BE-11335,SG03,C411,S16,R04
RS-19765,SG02,C293,S25,R04
KC-16540,SG01,C13,S06,R03
MB-17305,SG01,C21,S16,R04
TN-21040,SG03,C287,S02,R02
MC-18130,SG02,C02,S02,R02
VF-21715,SG03,C05,S05,R02
ES-14080,SG02,C206,S35,R04
MK-17905,SG02,C23,S11,R03
TM-21490,SG01,C269,S27,R03
RL-19615,SG01,C23,S11,R03
NM-18520,SG01,C92,S30,R04
EB-13930,SG01,C412,S07,R03
SG-20470,SG01,C160,S21,R01
ND-18370,SG01,C221,S17,R02
CM-11815,SG02,C237,S06,R03
EB-13870,SG01,C53,S06,R03
HM-14860,SG02,C02,S02,R02
SJ-20125,SG03,C389,S03,R01
